기준일,시군구명,구분,품목,규격 및 단위,물가동향,데이터기준일자
2023-04-24,영통구,개인서비스요금(기타),영화관람료,"주중 상영시간, 1매(입장세 및 문예진흥기금 포함)",14333 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),수영장이용료,"성인일반 입장료(체육기금포함),1회",4000 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),볼링장이용료,"일반인, 평일 오후시간(신발제외), 1시간",6067 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),골프연습장이용료,"초급반(남자),회비 레슨비(진흥기금 포함,의복 및 신발제외), 1개월",315000 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),노래방이용료,"일반인, 저녁시간대,일반실,1시간",28000 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),당구장이용료,"쿠션 당구대, 일반인, 저녁시간 1시간",9975 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),운동경기관람료,"성인 경기입장료(축구,야구 등), 1회",,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),PC방 이용료,기본시간 1회,1100 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),택배수수료,"무게 20kg이하, 타지역 1개",7970 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),사진촬영료,"반명함판 컬러 3*4㎝, 1조(8매)",24570 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),사진인화료,"디지털 사진인화요금(현상료 포함), 1매",613 ,2023-04-28
2023-04-24,영통구,개인서비스요금(기타),공동주택관리비,"아파트, 개별부담금 제외한 전금액",161444 ,2023-04-28
2023-04-24,영통구,생필품 요금(농산물 8),사과,"상품, 1개",1996 ,2023-04-28
2023-04-24,영통구,생필품 요금(농산물 8),배,"상품, 1개",2629 ,2023-04-28
2023-04-24,영통구,생필품 요금(농산물 8),배추,"2kg(중간크기), 1포기",3978 ,2023-04-28
2023-04-24,영통구,생필품 요금(농산물 8),무,"1kg, 잎 없는것",1962 ,2023-04-28
2023-04-24,영통구,생필품 요금(농산물 8),양파,"작은망(까지않은것 1.5kg), 1망",4070 ,2023-04-28
2023-04-24,영통구,생필품 요금(농산물 8),상추,"적상추 ,100g",1566 ,2023-04-28
2023-04-24,영통구,생필품 요금(농산물 8),오이,"다다기오이,1개",958 ,2023-04-28
2023-04-24,영통구,생필품 요금(농산물 8),호박,"애호박(중), 1개",1617 ,2023-04-28
2023-04-24,영통구,축산물(4),쇠고기,"한우불고기(1등급), 600g",31722 ,2023-04-28
2023-04-24,영통구,축산물(4),돼지고기,"생삼겹살(국내산), 600g",16315 ,2023-04-28
2023-04-24,영통구,축산물(4),닭고기,"육계(국내산), 1마리(1kg)",8777 ,2023-04-28
2023-04-24,영통구,축산물(4),달걀,"10개입, 1판 10개",3936 ,2023-04-28
2023-04-24,영통구,수산물(4),갈치,"생물(60cm), 1마리",6593 ,2023-04-28
2023-04-24,영통구,수산물(4),동태,"냉동, 1kg, 1마리",4030 ,2023-04-28
2023-04-24,영통구,수산물(4),오징어,"물오징어(생물) 25cm, 1마리",2870 ,2023-04-28
2023-04-24,영통구,수산물(4),고등어,"자반고등어 30cm,1마리",3181 ,2023-04-28
